HS_NO       NOTE
6902901000 電鑄磚
6902909000 其他耐火磚、塊、瓦及其他類似之耐火陶瓷建材製品，但矽化石粉製品或類似矽土製者除外
6903101000 坩堝，含石墨或其他碳或上述產品之混合物重量超過５０％者，但矽化石粉製品或類似矽土製者除外
6903102000 匣鉢，含石墨或其他碳或上述產品之混合物重量超過５０％者，但矽化石粉製品或類似矽土製者除外
6903103000 其他耐火柱或耐火棚板
6903109000 其他耐火陶瓷製品，含石墨或其他碳或上述產品之混合物重量超過５０％者，但矽化石粉製品或類似矽土製者除外
6903201000 坩堝，含氧化鋁（ＡＬ２Ｏ３）或氧化鋁與二氧化矽（ＳＩＯ２）之混合物或化合物重量超過５０％者，但矽化石粉製品或類似矽土製者除外
6903202000 匣鉢，含氧化鋁（ＡＬ２Ｏ３）或氧化鋁與二氧化矽（ＳＩＯ２）之混合物或化合物重量超過５０％者，但矽化石粉製品或類似矽土製者除外
6903209000 其他耐火陶瓷製品，含氧化鋁（ＡＬ２Ｏ３）或氧化鋁與二氧化矽（ＳＩＯ２）之混合物或化合物重量超過５０％者，但矽化石粉製品或類似矽土製者除外
6903901000 其他坩堝
6903902000 其他匣鉢
6903903000 其他陶瓷製金屬過濾器
6903904000 其他耐火柱
6903905000 其他耐火棚板
6903909000 其他耐火陶瓷製品，但矽化石粉製或類似矽土製者除外
6904100000 陶瓷製之建築用磚
6904900000 其他陶瓷製之舖地用磚，支撐或填充用之瓦及類似品
6905100000 屋頂瓦，陶瓷製
6905900000 煙囪罩、通風帽、煙囪襯裏、建築物上之裝飾及其他建築用陶瓷製品
6906000000 陶瓷瓦管、導管、排水管及管配件
6907210011 吸水率以重量計不超過０.５％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長小於７公分之正方形所包圍
6907210012 吸水率以重量計不超過０.５％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長小於７公分之正方形所包圍
6907210021 吸水率以重量計不超過０.５％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長７公分及以上，但小於４１公分之正方形所包圍
6907210022 吸水率以重量計不超過０.５％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長７公分及以上，但小於４１公分之正方形所包圍
6907210031 吸水率以重量計不超過０.５％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長４１公分及以上，但小於６１公分之正方形所包圍
6907210032 吸水率以重量計不超過０.５％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長４１公分及以上，但小於６１公分之正方形所包圍
6907210041 吸水率以重量計不超過０.５％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長６１公分及以上，但小於８１公分之正方形所包圍
6907210042 吸水率以重量計不超過０.５％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長６１公分及以上，但小於８１公分之正方形所包圍
6907210051 吸水率以重量計不超過０.５％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長８１公分及以上，但小於１２１公分之正方形所包圍
6907210052 吸水率以重量計不超過０.５％之有釉陶瓷舖面磚、貼面磚，列入第６９０７３０目及第６９０７４０目者除外，包括爐面磚及牆面磚，其最大表面可被為各邊長８１公分及以上，但小於１２１公分之正方形所包圍
6907210061 吸水率以重量計不超過０.５％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長１２１公分及以上，但小於１８１公分之正方形所包圍
6907210062 吸水率以重量計不超過０.５％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長１２１公分及以上，但小於１８１公分之正方形所包圍
6907210071 吸水率以重量計不超過０.５％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，最大表面可被為各邊長１８１公分及以上，但小於２４１公分之正方形所包圍
6907210072 吸水率以重量計不超過０.５％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，最大表面可被為各邊長１８１公分及以上，但小於２４１公分之正方形所包圍
6907210091 吸水率以重量計不超過０.５％之其他無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外
6907210092 吸水率以重量計不超過０.５％之其他有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外
6907220011 吸水率以重量計超過０.５％，但不超過１０％之無釉陶瓷舖面磚、貼面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長小於７公分之正方形所包圍
6907220012 吸水率以重量計超過０.５％，但不超過１０％之有釉陶瓷舖面磚、貼面磚，列入第６９０７３０目及第６９０７４０目者除外其最大表面可被為各邊長小於７公分之正方形所包圍
6907220021 吸水率以重量計超過０.５％，但不超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長７公分及以上，但小於４１公分之正方形所包圍
6907220022 吸水率以重量計超過０.５％，但不超過１０％之有釉之陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長７公分及以上，但小於４１公分之正方形所包圍
6907220031 吸水率以重量計超過０.５％，但不超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長４１公分及以上，但小於６１公分之正方形所包圍
6907220032 吸水率以重量計超過０.５％，但不超過１０％之有釉之陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長４１公分及以上，但小於６１公分之正方形所包圍
6907220041 吸水率以重量計超過０.５％，但不超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長６１公分及以上，但小於８１公分之正方形所包圍
6907220042 吸水率以重量計超過０.５％，但不超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長６１公分及以上，但小於８１公分之正方形所包圍
6907220051 吸水率以重量計超過０.５％，但不超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長８１公分及以上，但小於１２１公分之正方形所包圍
6907220052 吸水率以重量計超過０.５％，但不超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長８１公分及以上，但小於１２１公分之正方形所包圍
6907220061 吸水率以重量計超過０.５％，但不超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長１２１公分及以上，但小於１８１公分之正方形所包圍
6907220062 吸水率以重量計超過０.５％，但不超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長１２１公分及以上，但小於１８１公分之正方形所包圍
6907220071 吸水率以重量計超過０.５％，但不超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，最大表面可被為各邊長１８１公分及以上，但小於２４１公分之正方形所包圍
6907220072 吸水率以重量計超過０.５％，但不超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，最大表面可被為各邊長１８１公分及以上，但小於２４１公分之正方形所包圍
6907220091 吸水率以重量計超過０.５％，但不超過１０％之其他無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外
6907220092 吸水率以重量計超過０.５％，但不超過１０％之其他有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外
6907230011 吸水率以重量計超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長小於７公分之正方形所包圍
6907230012 吸水率以重量計超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長小於７公分之正方形所包圍
6907230021 吸水率以重量計超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長７公分及以上，但小於４１公分之正方形所包圍
6907230022 吸水率以重量計超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長７公分及以上，但小於４１公分之正方形所包圍
6907230031 吸水率以重量計超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長４１公分及以上，但小於６１公分之正方形所包圍
6907230032 吸水率以重量計超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長４１公分及以上，但小於６１公分之正方形所包圍
6907230041 吸水率以重量計超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長６１公分及以上，但小於８１公分之正方形所包圍
6907230042 吸水率以重量計超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長６１公分及以上，但小於８１公分之正方形所包圍
6907230051 吸水率以重量計超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長８１公分及以上，但小於１２１公分之正方形所包圍
6907230052 吸水率以重量計超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長８１公分及以上，但小於１２１公分之正方形所包圍
6907230061 吸水率以重量計超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長１２１公分及以上，但小於１８１公分之正方形所包圍
6907230062 吸水率以重量計超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，其最大表面可被為各邊長１２１公分及以上，但小於１８１公分之正方形所包圍
6907230071 吸水率以重量計超過１０％之無釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，最大表面可被為各邊長１８１公分及以上，但小於２４１公分之正方形所包圍
6907230072 吸水率以重量計超過１０％之有釉陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外，最大表面可被為各邊長１８１公分及以上，但小於２４１公分之正方形所包圍
6907230091 吸水率以重量計超過１０％之其他無釉之陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外
6907230092 吸水率以重量計超過１０％之其他有釉之陶瓷舖面磚、貼面磚，包括爐面磚及牆面磚，列入第６９０７３０目及第６９０７４０目者除外
6907300011 無釉陶瓷馬賽克磚及類似品，列入第６９０７４０目者除外，不論有無褙襯者，其最大表面可被為各邊長小於７公分之正方形所包圍
6907300012 有釉陶瓷馬賽克磚及類似品，列入第６９０７４０目者除外，不論有無褙襯者，其最大表面可被為各邊長小於７公分之正方形所包圍
6907300091 其他無釉陶瓷馬賽克磚及類似品，列入第６９０７４０目者除外，不論有無褙襯者
6907300092 其他有釉陶瓷馬賽克磚及類似品，列入第６９０７４０目者除外，不論有無褙襯者
6907400011 無釉收邊陶瓷面磚（異型陶瓷面磚），其最大表面可被為各邊長小於７公分之正方形所包圍
6907400012 有釉收邊陶瓷面磚（異型陶瓷面磚），其最大表面可被為各邊長小於７公分之正方形所包圍
6907400091 其他無釉收邊陶瓷面磚（異型陶瓷面磚）
6907400092 其他有釉收邊陶瓷面磚（異型陶瓷面磚）
6909111000 紡織機用導紗器，瓷製者
6909112000 實驗室用瓷製品
6909113000 瓷製研磨球
6909119000 化學或其他工業用瓷製品
6909121000 紡織機用導紗器，陶製
6909122000 實驗室用陶質製品
6909129000 化學或其他工業用陶質製品
6909191000 紡織機用導紗器，陶製
6909192000 實驗室用陶質製品
6909193000 陶製研磨球
6909199000 化學或其他工業用陶質製品
6909901000 自來水過濾器
6909909000 其他陶瓷槽、桶、及類似之農業用容器；陶瓷罐、缸及類似品，供搬運或包裝貨物用者
6910100000 瓷製洩水槽、臉盆、臉盆座、浴缸、洗滌盆、抽水馬桶、沖洗槽、便器及類似衛生裝置
6910900000 其他陶製之洩水槽、臉盆、臉盆座、浴缸、洗滌盆、抽水馬桶、沖洗槽、便器及類似衛生裝置（瓷製者列入第６９１０１０．００款）
6911100000 瓷製餐具及廚具
6911900000 其他家庭器皿及盥洗室用具，瓷製
6912001000 瓷器除外，餐具及廚具
6912009000 瓷器除外，其他家庭器皿及盥洗室用具
6913100010 瓷製小塑像
6913100090 其他瓷製塑像及裝飾品
6913900010 陶製小塑像（瓷製者列入６９１３１０．００－１０）
6913900090 其他陶製塑像及裝飾品（瓷製者列入６９１３１０．００－９０）
6914101000 乙炔噴燈，瓷製
6914102000 道路標線用品，瓷製
6914109000 其他瓷製品
6914901000 乙炔噴燈，陶製
6914902000 道路標線用品，陶製
6914903000 墨水池，陶製
6914909010 精密陶瓷（新陶瓷）
6914909090 其他陶製品（瓷製者列入６９１４１０．９０）
7001000000 碎玻璃及玻璃塊
7002100000 玻璃球，未加工
7002200000 玻璃棒，未加工
7002310000 熔凝石英或其他熔化矽砂製玻璃管，未加工
7002320000 在攝氏０度到３００度之溫度範圍內，線膨脹係數每度Ｋ不超過５Ｘ之其他玻璃管，未加工
7002390000 其他玻璃管，未加工
7003121000 具有色彩或花紋之鑄製及軋製不含金屬線整塊著色之玻璃片（整體著色者）
7003129000 其他鑄製及軋製之不含金屬線之玻璃片，整塊著色（整體著色者）、不透明、閃爍或具有吸收、反射或不反射層
7003191000 具有色彩或花紋之鑄製及軋製不含金屬線非整塊著色之玻璃片
7003199000 其他鑄製及軋製之不含金屬線之玻璃片，不論有無吸收、反射或不反射層，但未經其他方式加工者
7003200000 鑄製及軋製含有金屬線之玻璃片，不論有無吸收、反射或不反射層，但未經其他方式加工者
7003300000 鑄製及軋製之成形玻璃，不論有無吸收、反射或不反射層，但未經其他方式加工者
7004200000 拉製或吹製之片狀玻璃整塊著色（整體著色者）、不透明、閃爍或具有吸收、反射或不反射層
7004900000 其他拉製或吹製之片狀玻璃，不論有無吸收、反射或不反射層，但未經其他方式加工者
7005101010 浮式平板玻璃及表面經研磨或拋光之平板玻璃，不含金屬線，具有不反射層者,厚度超過１‧１ｍｍ者
7005101090 浮式平板玻璃及表面經研磨或拋光之平板玻璃，不含金屬線，具有不反射層者，厚度不超過（含）１．１ｍｍ者
7005109000 其他浮式平板玻璃及表面經研磨或拋光之平板玻璃，不含金屬線，具有吸收或反射層者
7005210000 浮式平板玻璃及表面經研磨或拋光之平板玻璃，不含金屬線，整塊著色玻璃（整體著色者）、不透明、閃爍或僅經表面研磨者
7005291000 陶瓷玻璃
7005299010 其他浮式平板玻璃及表面經研磨或拋光之平板玻璃，不含金屬線，且未經其他方式加工者，厚度超過１．１ＭＭ者（不包括已列入第700510目及第700521目者）
7005299020 其他浮式平板玻璃及表面經研磨或拋光之平板玻璃，不含金屬線，且未經其他方式加工者，厚度未超過（含）１‧１ＭＭ者（不包括已列入第700510目及第700521目者）
7005300000 浮式平板玻璃及表面經研磨或拋光之平板玻璃，含有金屬線，不論有無吸收、反射或不反射層，且未經其他方式加工者
7006000000 第７００３、７００４或７００５節之玻璃，經彎曲、邊緣處理、鏤刻、鑽孔、上釉或其他加工，但未鑲框或裝配其他材料者
7007110000 強化安全玻璃，尺寸及形狀適合於車輛、飛機、太空船或船隻使用者
7007190000 其他強化安全玻璃
7007210000 膠合安全玻璃，尺寸及形狀適合於車輛、飛機、太空船或船隻用者
7007290000 其他膠合安全玻璃
7008000000 複層之絕緣玻璃
7009100000 車輛之後視鏡
7009911000 前反射鏡，未鑲框，已裁切，其長度未超過（含）５０公分，寬度未超過（含）２公分，專供影印機、傳真機、雷射印表機等光學影像掃描機用
7009919000 其他玻璃鏡子，未鑲框
7009920000 其他玻璃鏡，已鑲框
7010100000 玻璃製安瓿
7010200000 玻璃製塞、蓋或其他封閉物
7010900010 超過１公升之玻璃容器
7010900020 超過０．３３公升但不超過１公升之玻璃容器
7010900030 超過０．１５公升但不超過０．３３公升之玻璃容器
7010900040 不超過０．１５公升之玻璃容器
7011100000 電氣照明用開口中空玻璃（包括泡及管）及玻璃零件，無配件
7011200000 陰極射線管用開口中空玻璃（包括泡及管）及玻璃零件，無配件
7011900000 其他類似品用之開口中空玻璃（包括泡及管）及玻璃零件，無配件
7013100000 陶瓷玻璃器製品，供餐桌、廚房、盥洗室、辦事室，室內裝飾或類似用途者
7013220000 鉛水晶高腳玻璃杯
7013280000 陶瓷玻璃器除外之其他高腳玻璃杯
7013330000 陶瓷玻璃器除外之其他鉛水晶玻璃杯
7013370000 陶瓷玻璃器除外之其他玻璃杯
7013410000 鉛水晶玻璃器，供餐桌用（不包括玻璃杯）或廚用
7013420000 在攝氏０度到３００度之溫度範圍內，線膨脹係數每度Ｋ不超過５×之玻璃製品，供餐桌用（不包括玻璃杯）或廚用
7013490000 其他供餐桌用或廚用之玻璃器（不包括玻璃杯）
7013910000 其他鉛水晶玻璃器
7013991000 其他辦事室用玻璃器
7013992000 其他嬰兒用玻璃奶瓶
7013993000 其他玻璃菸具
7013994000 其他玻璃花瓶
7013999000 其他玻璃器
7014001100 道路標線及標誌用反光玻璃
7014001900 其他信號用玻璃器，未經光學加工
7014002100 光學玻璃塊
7014002900 其他光學玻璃元件，未經光學加工
7015100000 供製校正眼鏡用之玻璃，但未經光學加工者
7015901000 鐘錶玻璃
7015902100 太陽眼鏡變色片
7015902900 其他太陽眼鏡用玻璃
7015903000 氣壓計及類似儀器用之彎曲或空心保護玻璃
7015904000 眼鏡片毛坯
7015905000 雙焦距鏡片毛坯
7015906000 光學玻璃板或片，已拋光者
7015909000 其他類似玻璃
7016100000 玻璃立方體及其他玻璃小製品，不論有無鑲背，供馬賽克磚或類似裝飾用途者
7016900000 舖地用磚、片、磚、塊、瓦及其他壓製或模造之玻璃製品，不論有無含有金屬線，供建築或工程用者；花飾鉛條窗玻璃及其類似品；多孔或泡沫玻璃之成片、磚、塊、板具等形狀者
7017100000 實驗室、衛生或醫療用之玻璃器，已否刻度或校正者均在內，屬熔凝石英或其他熔化矽砂製者
7017200000 在攝氏０度到３００度之溫度範圍內，線膨脹係數每度Ｋ不超過５×之其他玻璃器，實驗室、衛生或醫療用，已否刻度或校正者均在內
7017900000 其他實驗室、衛生或醫療用之玻璃器，已否刻度或校正者均在內
7018101000 玻璃製仿珍珠
7018102100 玻璃製仿寶石或仿半寶石，未切未磨者
7018102900 其他玻璃製仿寶石或仿半寶石
7018109000 其他玻璃珠及類似玻璃小製品
7018201000 道路標線及標誌用玻璃顆粒，其直徑不超過１公厘者
7018209000 其他玻璃顆粒，其直徑不超過１公厘者
7018901000 玻璃珠、仿珍珠、仿寶石或仿半寶石及類似玻璃之製成品，仿首飾除外
7018902000 玻璃假眼，用於人體者除外
7018903000 燈工方法製作之玻璃塑像及其他玻璃裝飾品，仿首飾除外
7019110000 玻璃纖維製切股，其長度不超過５０公厘者
7019120000 玻璃纖維製紗束
7019190010 玻璃纖維紗
7019190090 玻璃纖維製纖維束及其他切股
7019310000 玻璃纖維製蓆
7019320000 玻璃纖維製薄片
7019390010 其他玻璃纖維製網狀、褥狀、板狀及類似非織物產品
7019390020 其他玻璃棉（絨）製網狀、褥狀、板狀及類似非織物產品
7019400000 玻璃纖維製紗束紡織物
7019510000 其他玻璃纖維製紡織物，寬度不超過３０公分者
7019520000 玻璃纖維製每單股紗支數不超過１３６德士之平紋織物，其寬度超過３０公分，每平方公尺重量低於２５０公克者
7019591000 捕蟲網，玻璃纖維製者
7019599000 其他玻璃纖維製紡織物
7019901010 玻璃纖維
7019901020 玻璃棉（絨）（未經併股或撚紗之單股玻璃纖維）
7019902000 玻璃纖維絕緣帶及其類似品
7019909011 玻璃纖維布之切邊料及下腳料
7019909019 其他玻璃纖維製品
7019909020 其他玻璃棉（絨）製品
7020001100 鍋爐用玻璃水位計
7020001200 設計用於插入生產半導體晶圓之擴散及氧化爐之石英製反應管及支撐器
7020001300 專供製造半導體晶柱或晶錠用之石英製坩堝
7020001900 其他工業或科學用玻璃器
7020002000 農藝及園藝用製品
7020003000 供製眼鏡片用之玻璃模
7020004000 玻璃膽，供保溫瓶或其他保溫器皿用
7020009100 光杯，供聚光燈用
7020009900 其他玻璃製品
7101100000 天然珍珠，不論已否加工
7101210000 養珠，未加工者
7101220000 養珠，已加工者
7102100000 金鋼石（鑽石）未分選者
7102210000 工業用金剛石（鑽石），未加工或僅鋸、劈或磨邊者
7102290000 其他工業用金剛石（鑽石）
7102310000 非工業用金鋼石（鑽石），未加工或僅經鋸、劈或磨邊者
7102390000 非工業用金鋼石（鑽石），已加工，但尚未鑲嵌者
7103100010 藍色黃玉，未加工或僅經鋸開或略經整形者
7103100090 其他寶石（不包括鑽石）及次寶石，未加工或僅經鋸開或略經整形者
7103910000 紅藍寶石，及祖母綠，其他加工者
7103990010 藍色黃玉，其他加工者
7103990090 其他寶石（不包括鑽石）及次寶石，其他加工者
7104100000 合成或再製壓電水晶
7104201100 工業用合成金剛石（鑽石），未切、未磨者
7104201200 工業用合成金剛石（鑽石），僅經鋸開或略經整形者
7104201300 非工業用合成鑽石，未切、未磨者
7104201400 非工業用合成鑽石，僅經鋸開或略經整形者
7104202000 工業用合成石英（包括合成水晶），未切、未磨、未加工或僅經鋸開或略經整形者
7104209100 其他工業用未列名合成或再造寶石（包括次寶石），未加工或僅經鋸開或略經整形者
7104209200 非工業用未列名合成或再造寶石（包括次寶石），未切、未磨者
7104901100 工業用合成金鋼石（鑽石），已加工者
7104901200 非工業用，合成金剛石（鑽石），已加工者
7104902100 工業用合成石英，已加工者
7104902200 其他工業用，合成或再製寶石或次寶石，已加工者
7104902300 其他非工業用，合成或再製寶石或次寶石，已加工者
7104909000 其他合成或再造寶石（包括次寶石），已加工者
7105101000 工業用金剛石（鑽石）粉末
7105109000 其他金剛石（鑽石）粉末
7105900000 其他天然或合成寶石或次寶石之粉末
7106100000 銀粉
7106910000 銀（包括鍍金或鍍鉑之銀），未鍛造者
7106920000 銀（包括鍍金或鍍鉑之銀），半製品
7107000000 被覆銀之卑金屬，且僅屬半製品者
7108110000 黃金粉，非貨幣用
7108121000 黃金條塊，非貨幣用
7108129010 黃金片、錠，非貨幣用
7108129090 其他未鍛造形狀，黃金（包括鍍鉑者），非貨幣用
7108131000 金箔，非貨幣用
7108139000 其他黃金，非貨幣用，半製品形狀
7108200000 黃金，貨幣用
7109000000 被覆金之卑金屬或銀，且僅屬半製品者
7110110000 鉑，未鍛造者或粉狀
7110190000 鉑，半製品形狀
7110210000 鈀，未鍛造者或粉狀
7110290000 鈀，半製品形狀
7110310000 銠，未鍛造者或粉狀
7110390000 銠，半製品形狀
7110410000 銥，鋨及釕，未鍛造者或粉狀
7110490000 銥，鋨及釕，半製品形狀
7111000000 被覆鉑族之卑金屬，銀或金，且僅屬半製品者
7112300000 灰末，含貴金屬或貴金屬化合物
7112910000 屬金者，包括被覆金之金屬，但不包括含其他貴金屬之掃集物
7112920000 屬鉑族金屬者，包括被覆鉑之金屬，但不包括含其他貴金屬之掃集物
7112991000 含銀化合物之塑膠廢料及碎屑
7112999000 其他第７１１２節所屬之貨品
7113110000 銀製首飾及其配件，不論是否鍍上或被覆以其他貴金屬
7113190000 其他貴金屬製首飾及其配件，不論是否鍍上或被覆以貴金屬
7113200000 被覆貴金屬之卑金屬製首飾及其配件
7114110000 銀製品及其配件，不論是否鍍上或被覆以其他貴金屬
7114190000 其他貴金屬製品及其零件，不論是否鍍上或被覆以貴金屬
7114200000 被覆貴金屬之卑金屬製品及其配件
7115100000 觸媒用之鉑絲布或鉑柵格
7115901000 工業用鉑族金屬坩堝
7115902000 實驗室鉑族金屬坩堝
7115903000 其他工業用或實驗用貴金屬製品
7115904000 鉑絲布
7115905000 撮刮刀，實驗室用
7115909000 其他貴金屬或被覆貴金屬製之其他物品
7116101000 天然珍珠或養珠製品，實驗室、化學或工業用品
7116109000 其他天然珍珠或養珠製品
7116201000 寶石或半寶石（天然、合成或再製）製品，實驗室、化學或工業用品
7116209000 其他寶石或半寶石（天然、合成或再製）製品
7117110000 卑金屬製袖扣及飾鈕，不論是否鍍貴金屬
7117190000 其他卑金屬製仿首飾，不論是否鍍貴金屬
7117900000 其他材料製仿首飾
7118100010 銀幣，不具法償者
7118100090 其他鑄幣（金幣除外），不具法償者
7118901000 黃金鑄幣
7118909010 其他銀幣（包括通用貨幣）
7118909020 新台幣硬幣
7118909090 其他鑄幣（包括通用貨幣）
7201100010 非合金生鐵，以重量計含０．５％及以下之磷且含矽量２．０％及以上者
7201100020 非合金生鐵，以重量計含０．５％及以下之磷且含矽量１．５％及以上但小於２．０％者
7201100030 非合金生鐵，以重量計含０．５％及以下之磷且含矽量１．２％及以上但小於１．５％者
7201100040 非合金生鐵，以重量計含０．５％及以下之磷且含矽量小於１．２％者
7201100090 其他非合金生鐵，以重量計含０．５％及以下之磷者
7201200000 非合金生鐵，塊狀或其他初級形狀，以重量計含磷量超過０．５％者
7201501000 合金生鐵，塊狀或其他初級形狀者
7201502000 鏡鐵，塊狀或其他初級形狀者
7202110000 錳鐵，以重量計含碳量超過２％者
7202190000 錳鐵，以重量計含碳量不超過２％者
7202210000 矽鐵，以重量計含矽量超過５５％者
7202290000 矽鐵，以重量計含矽量不超過５５％者
7202300000 矽錳鐵
7202410000 鉻鐵，以重量計含碳量超過４％者
7202490000 鉻鐵，以重量計含碳量不超過４％者
7202500000 矽鉻鐵
7202600000 鎳鐵
7202700000 鉬鐵
7202801000 鎢鐵
7202802000 矽鎢鐵
7202911000 鈦鐵
7202912000 矽鈦鐵
7202920000 釩鐵
7202930000 鈮鐵（鈳鐵）
7202991000 鋁鎳鈷合金
7202999000 其他合金鐵
7203100000 塊狀、顆粒狀或類似形狀由鐵礦砂直接還原所得之鐵產品
7203901000 塊狀、顆粒狀或類似形狀之海綿鐵產品
7203902000 塊狀、顆粒狀或類似形狀之鐵，純度以重量計不低於９９．９４％
7204100000 鑄鐵廢料及碎屑
7204210000 不銹鋼廢料及碎屑
7204290000 其他合金鋼廢料及碎屑
7204300000 鍍錫鋼鐵之廢料及碎屑
