HS_NO       NOTE
0304519090 其他魚肉，生鮮或冷藏（不論是否經剁細）
0304521000 生鮮或冷藏鱒魚肉（不論是否經剁細）
0304529000 其他鮭魚肉，生鮮或冷藏（不論是否經剁細）
0304530000 生鮮或冷藏海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科魚肉（不論是否經剁細）
0304540000 生鮮或冷藏劍旗魚肉（不論是否經剁細）
0304550000 生鮮或冷藏美露鱈魚肉（不論是否經剁細）
0304560000 生鮮或冷藏角鯊及其他鯊魚肉（不論是否經剁細）
0304570000 生鮮或冷藏鰩及魟魚肉（不論是否經剁細）
0304591000 生鮮或冷藏鱔魚魚肉（不論是否經剁細）
0304592000 其他鯰魚肉，生鮮或冷藏（不論是否經剁細）
0304599011 生鮮或冷藏大西洋及太平洋黑鮪魚肉（不論是否經剁細）
0304599012 生鮮或冷藏南方黑鮪魚肉（不論是否經剁細）
0304599013 生鮮或冷藏大目鮪魚肉（不論是否經剁細）
0304599014 生鮮或冷藏長鰭鮪魚肉（不論是否經剁細）
0304599015 生鮮或冷藏黃鰭鮪魚肉（不論是否經剁細）
0304599019 其他生鮮或冷藏鮪魚（鮪屬）魚肉（不論是否經剁細）
0304599020 生鮮或冷藏鯨鯊魚肉（不論是否經剁細）
0304599030 生鮮或冷藏鱸魚肉（不論是否經剁細）
0304599040 生鮮或冷藏河魨（豚）魚肉（不論是否經剁細）
0304599050 生鮮或冷藏石斑魚肉（不論是否經剁細）
0304599060 生鮮或冷藏虱目魚肉（不論是否經剁細）
0304599071 生鮮或冷藏大白鯊肉（不論是否經剁碎）
0304599072 生鮮或冷藏象鮫肉（不論是否經剁碎）
0304599073 生鮮或冷藏巨口鯊肉（不論是否經剁碎）
0304599080 生鮮或冷藏鬼蝠魟（前口蝠鱝）屬肉（不論是否經剁碎）
0304599091 生鮮或冷藏正鰹魚肉（不論是否經剁細）
0304599099 其他魚肉，生鮮或冷藏(不論是否經剁細
0304610000 冷凍吳郭魚片
0304620000 冷凍鯰魚片
0304630000 冷凍尼羅河鱸魚片
0304690010 冷凍鰻魚片
0304690090 其他冷凍魚片
0304710000 冷凍鱈魚片
0304720000 冷凍黑線鱈魚片
0304730000 冷凍綠青鱈魚片
0304740000 冷凍無鬚鱈、長鰭鱈魚片
0304750000 冷凍阿拉斯加狹鱈魚片
0304790000 其他冷凍海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科魚片
0304810000 冷凍太平洋鮭、大西洋鮭及多瑙河鮭魚片
0304820000 冷凍鱒魚片
0304831000 冷凍比目魚片（瘤棘鮃）
0304839000 其他冷凍扁魚類魚片
0304840000 冷凍劍旗魚片
0304850000 冷凍美露鱈魚片
0304860000 冷凍鯡魚片
0304870010 冷凍大西洋及太平洋黑鮪魚片
0304870020 冷凍南方黑鮪魚片
0304870030 冷凍大目鮪魚片
0304870040 冷凍長鰭鮪魚片
0304870050 冷凍黃鰭鮪魚片
0304870060 冷凍正鰹魚片
0304870099 其他冷凍鮪魚魚片
0304880011 冷凍鯨鯊魚片
0304880019 冷凍角鯊及其他鯊魚魚片
0304880020 冷凍鰩及魟魚片
0304891000 冷凍鱔魚片
0304892000 冷凍鰮（包括沙丁魚）魚片
0304893000 冷凍鰺魚片
0304894000 冷凍鯖屬魚片
0304895000 其他冷凍鯰魚片
0304896000 其他冷凍鮭魚片及鱒魚片
0304897000 其他冷凍鯡魚片
0304899021 冷凍旗魚片（正旗魚科）
0304899022 冷凍鯧魚片
0304899023 冷凍鱰魚片
0304899024 冷凍虱目魚片
0304899025 冷凍鱘魚片
0304899040 冷凍海鱺魚片
0304899050 冷凍河魨（豚）魚片
0304899060 冷凍石斑魚片
0304899070 冷凍鱸魚片
0304899081 冷凍大白鯊魚片
0304899082 冷凍象鮫魚片
0304899083 冷凍巨口鯊魚片
0304899091 冷凍鬼蝠魟（前口蝠鱝）屬魚片
0304899099 其他冷凍魚片
0304911000 冷凍劍旗魚漿
0304919000 冷凍之其他劍旗魚肉（不論是否經剁細）
0304921000 冷凍美露鱈魚漿
0304929000 冷凍之其他美露鱈魚肉（不論是否經剁細）
0304931010 冷凍鰻魚漿
0304931090 其他冷凍魚漿
0304932000 冷凍魚肉（不論是否經剁細）
0304941000 冷凍阿拉斯加狹鱈魚漿
0304942000 冷凍阿拉斯加狹鱈魚肉（不論是否經剁細）
0304951000 冷凍鱈魚漿
0304952000 冷凍鱈魚肉（不論是否經剁細）
0304961000 冷凍角鯊及其他鯊魚漿
0304969000 冷凍角鯊及其他鯊魚肉（不論是否經剁細）
0304971000 冷凍鰩及魟魚漿
0304979000 冷凍鰩及魟魚肉（不論是否經剁細）
0304991010 冷凍河魨（豚）魚漿
0304991090 其他冷凍魚漿
0304999021 冷凍之大西洋及太平洋黑鮪魚肉（不論是否經剁細）
0304999022 冷凍之南方黑鮪魚肉（不論是否經剁細）
0304999023 冷凍大目鮪魚肉（不論是否經剁細）
0304999024 冷凍長鰭鮪魚肉（不論是否經剁細）
0304999025 冷凍黃鰭鮪魚肉（不論是否經剁細）
0304999029 其他冷凍鮪魚魚肉（不論是否經剁細）
0304999030 冷凍正鰹魚肉（不論是否經剁細）
0304999099 其他冷凍魚肉(不論是否經剁細
0305100000 適於人類食用之魚粉、細粒及團粒
0305201000 乾、燻、鹹或浸鹹之魚肝
0305202010 乾、燻、鹹或浸鹹之烏魚卵（烏魚子）及魚白
0305202090 其他乾、燻、鹹或浸鹹之魚卵及魚白
0305310010 乾、鹹或浸鹹鯰魚之切片，但未燻製
0305310020 乾、鹹或浸鹹吳郭魚、鯉魚、鰻魚、尼羅河鱸及鱧魚之切片，但未燻製
0305320000 乾、鹹或浸鹹海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科之魚類切片，但未燻製
0305391000 乾、鹹或浸鹹鯖屬魚之切片，但未燻製
0305399010 乾、鹹或浸鹹鰮魚（包括沙丁魚）之切片，但未燻製
0305399020 乾、鹹或浸鹹鮭鱒之切片，但未燻製
0305399030 乾、鹹或浸鹹河豚之切片，但未燻製
0305399040 乾、鹹或浸鹹秋刀魚之切片，但未燻製
0305399050 乾、鹹或浸鹹鰺魚之切片，但未燻製
0305399060 其他乾、鹹或浸鹹鯰魚之切片，但未燻製
0305399090 其他乾、鹹或浸鹹魚之切片，但未燻製
0305410000 燻製太平洋鮭，大西洋鮭及多瑙河鮭
0305420000 燻製鯡魚
0305430000 燻製鱒魚
0305441000 燻製鯰魚
0305449000 其他燻製魚類
0305492000 其他燻製鯰魚
0305493000 其他燻製鱒魚
0305494000 燻製灰海荷鰮（丁香魚）
0305495000 其他燻製鰮類（包括沙丁魚）
0305499030 燻製秋刀魚
0305499090 其他燻製魚類
0305510000 乾鱈魚
0305520000 乾吳郭魚、鯰魚、鯉魚、鰻魚、尼羅河鱸及鱧魚
0305531000 乾明太鱈
0305539000 其他乾魚類
0305541000 乾鯡魚及鯷魚
0305542000 乾沙丁魚及小沙丁魚
0305543000 乾正鰮
0305549000 其他乾魚
0305596010 乾海龍
0305596020 乾海馬
0305597100 乾灰海荷鰮（丁香魚）
0305597200 乾鰮魚
0305597900 其他乾鯡魚及鯷魚
0305599030 乾河魨（豚）
0305599040 乾鯰魚
0305599050 乾美露鱈
0305599090 其他乾魚
0305610000 鹹鯡魚
0305620000 鹹鱈魚
0305630000 鹹鯷魚
0305640010 鹹鯰魚
0305640020 鹹吳郭魚、鯉魚、鰻魚、尼羅河鱸及鱧魚
0305691000 鹹薩門魚
0305694000 鹹鯖屬魚
0305699020 鹹鰺類
0305699030 其他鹹鯰魚
0305699040 鹹秋刀魚
0305699050 鹹美露鱈
0305699090 其他鹽醃魚類
0305711000 燻魚翅
0305712000 乾魚翅
0305713000 鹹魚翅
0305720010 燻、乾、鹹之鯊魚尾
0305720090 其他可食用之魚頭、魚尾、魚鰾
0305790010 燻、乾、鹹之鯊魚尾鰭上半部
0305790090 其他可食用魚雜碎
0306111100 燻製龍蝦，冷凍
0306111200 未燻製龍蝦，冷凍
0306121100 燻製巨螯蝦，冷凍
0306121200 未燻製巨螯蝦，冷凍
0306141010 燻製蟳，冷凍
0306141020 燻製中華絨螯蟹﹝大閘蟹﹞，冷凍
0306141090 其他燻製蟹類，冷凍
0306142100 未燻製蟳，冷凍
0306142910 未燻製中華絨螯蟹﹝大閘蟹﹞，冷凍
0306142990 其他未燻製蟹類，冷凍
0306150000 冷凍挪威海螯蝦，包括燻製
0306160000 冷凍北極甜蝦及蝦，包括燻製
0306170010 冷凍班節蝦，包括燻製
0306170020 冷凍草蝦，包括燻製
0306170030 冷凍沙蝦，包括燻製
0306170040 冷凍蝦仁，包括燻製
0306170051 冷凍白蝦，包括燻製
0306170052 冷凍淡水長臂大蝦，包括燻製
0306170090 其他冷凍蝦類，包括燻製
0306191000 冷凍海螯蝦及蝲蛄，包括燻製
0306192000 其他冷凍水產甲殼類（含燻製），包括適於人類食用之甲殼類動物粉、細粒及團粒
0306310010 活龍蝦
0306310020 生鮮或冷藏龍蝦
0306320010 活巨螯蝦
0306320020 生鮮或冷藏巨螯蝦
0306331010 中華絨螯蟹﹝大閘蟹﹞苗
0306331090 其他蟳、蟹苗
0306332110 活蟳
0306332190 生鮮或冷藏蟳
0306332911 活中華絨螯蟹﹝大閘蟹﹞
0306332919 其他活蟹類
0306332991 生鮮或冷藏中華絨螯蟹﹝大閘蟹﹞
0306332999 其他生鮮或冷藏蟹類
0306340000 活、生鮮或冷藏挪威海螯蝦
0306351000 北極甜蝦及蝦，苗
0306352000 活、生鮮或冷藏北極甜蝦及蝦
0306361000 其他蝦類，苗
0306362011 活班節蝦
0306362012 生鮮或冷藏班節蝦
0306362021 活草蝦
0306362022 生鮮或冷藏草蝦
0306362031 活沙蝦
0306362032 生鮮或冷藏沙蝦
0306362041 活白蝦
0306362042 生鮮或冷藏白蝦
0306362051 活淡水長臂大蝦
0306362052 生鮮或冷藏淡水長臂大蝦
0306362060 觀賞用活蝦（擬匙指蝦屬、米蝦屬、新米蝦屬、蝟蝦屬、鞭腕蝦屬及活額蝦屬）
0306362081 繁殖用草蝦種蝦
0306362082 繁殖用班節蝦種蝦
0306362083 繁殖用大正蝦種蝦
0306362084 繁殖用淡水長臂大蝦種蝦
0306362089 其他繁殖用蝦類種蝦
0306362091 其他活蝦
0306362092 其他生鮮或冷藏蝦
0306391000 水產甲殼類種苗
0306392010 活海螯蝦或蝲蛄 
0306392020 生鮮或冷藏海螯蝦或蝲蛄 
0306399011 螯蝦（歐洲螫蝦屬，太平洋螯蝦屬） 
0306399020 其他生鮮或冷藏水產甲殼類
0306399090 其他活水產甲殼類
0306911000 乾、鹹或浸鹹龍蝦，但未燻製
0306912000 燻製龍蝦
0306921000 乾、鹹或浸鹹巨螯蝦，但未燻製
0306922000 燻製巨螯蝦
0306931000 乾、鹹或浸鹹蟹類，但未燻製
0306932000 燻製蟹類
0306940000 乾、鹹或浸鹹挪威海螯蝦，包括燻製
0306951100 乾蝦皮（櫻蝦科），但未燻製
0306951910 乾、鹹或浸鹹北極甜蝦及蝦 ，但未燻製
0306951990 其他乾、鹹或浸鹹蝦類，但未燻製
0306952010 燻製北極甜蝦及蝦
0306952090 其他燻製蝦類
0306991000 燻製海螯蝦或蝲蛄 
0306999010 其他乾水產甲殼類，包括適於人類食用之甲殼類動物粉、細粒及團粒
0306999020 其他鹹或浸鹹水產甲殼類，包括適於人類食用之甲殼類動物粉、細粒及團粒
0307111000 牡蠣（蠔、蚵）苗
0307119000 其他活、生鮮或冷藏牡蠣（蠔、蚵）
0307120000 冷凍牡蠣（蠔、蚵），但未燻製
0307192000 乾牡蠣（蠔、蚵），但未燻製
0307193000 鹹或浸鹹牡蠣（蠔、蚵），但未燻製
0307194000 燻製牡蠣（蠔、蚵）
0307210000 活、生鮮或冷藏海扇貝（含全貝及干貝）
0307220000 冷凍海扇貝（含全貝及干貝），但未燻製
0307292010 乾海扇貝（含干貝及全貝），但未燻製
0307292020 鹹或浸鹹海扇貝（含全貝及干貝），但未燻製
0307293000 燻製海扇貝（含全貝及干貝）
0307310010 活貽貝（淡菜）
0307310020 鮮或冷藏貽貝（淡菜）
0307320000 冷凍貽貝（淡菜），但未燻製
0307392100 乾貽貝（淡菜），但未燻製
0307392900 鹹或浸鹹貽貝（淡菜），但未燻製
0307393000 燻製貽貝（淡菜）
0307421010 活墨魚
0307421020 生鮮或冷藏墨魚
0307422110 活、生鮮或冷藏鎖管（軟翅仔屬）
0307422190 其他活、生鮮或冷藏魷魚（赤魷屬、鎖管屬、太平洋魷屬）
0307422910 活、生鮮或冷藏鎖管（尾鎖管屬、擬鎖管屬）
0307422990 其他活、生鮮或冷藏魷魚
0307431000 冷凍墨魚，但未燻製
0307432110 冷凍鎖管（軟翅仔屬），但未燻製
0307432190 其他冷凍魷魚（赤魷屬、鎖管屬、太平洋魷屬），但未燻製
0307432910 冷凍鎖管（尾鎖管屬、擬鎖管屬）
0307432990 其他冷凍魷魚，但未燻製
0307492100 乾、鹹或浸鹹墨魚，但未燻製
0307492210 乾魷魚（赤魷屬、鎖管屬、太平洋魷屬、軟翅仔屬），但未燻製
0307492220 鹹或浸鹹魷魚（赤魷屬、鎖管屬、太平洋魷屬、軟翅仔屬），但未燻製
0307492300 其他乾、鹹或浸鹹魷魚，但未燻製
0307493100 燻製墨魚
0307493200 燻製魷魚（赤魷屬、鎖管屬、太平洋魷屬、軟翅仔屬）
0307493300 其他燻製魷魚
0307510000 活、生鮮或冷藏章魚
0307520000 冷凍章魚，但未燻製
0307591020 乾、鹹或浸鹹章魚，但未燻製
0307592000 燻製章魚
0307601011 福壽螺
0307601019 其他活螺（海螺除外）
0307601020 鮮或冷藏螺（海螺除外）
0307602000 冷凍螺（海螺除外），但未燻製
0307603000 乾、鹹或浸鹹螺（海螺除外），但未燻製
0307604000 燻製螺（海螺除外）
0307711000 蛤、鳥蛤及赤貝，苗
0307712000 活、生鮮或冷藏海瓜子
0307713010 活蛤蜊
0307713020 生鮮或冷藏蛤蜊
0307719010 活蛤（含鳥蛤及赤貝）
0307719021 活硨磲貝
0307719022 生鮮或冷藏硨磲貝
0307719090 生鮮或冷藏蛤（含鳥蛤及赤貝）
0307721000 冷凍海瓜子，但未燻製
0307722000 冷凍蚶子(魁蛤科)，但未燻製
0307723000 冷凍蟶(毛蟶科、 竹蟶科)，但未燻製
0307724000 冷凍蛤蜊，但未燻製
0307729010 冷凍硨磲貝，但未燻製
0307729090 其他冷凍蛤、鳥蛤及赤貝，但未燻製
0307790011 乾硨磲貝，但未燻製
0307790012 鹹或浸鹹硨磲貝，但未燻製
0307790090 其他乾、鹹或浸鹹蛤、鳥蛤及赤貝，包括燻製
0307811000 鮑魚苗，包括九孔
0307812100 其他活、生鮮或冷藏鮑魚（九孔除外）
0307812210 活九孔
0307812220 生鮮或冷藏九孔
0307820000 活、生鮮或冷藏鳳凰螺
0307831000 冷凍鮑魚(九孔除外)，但未燻製
0307832000 冷凍九孔，但未燻製
0307840000 冷凍鳳凰螺，但未燻製
0307871000 鹹或浸鹹鮑魚(九孔除外)，但未燻製
0307872000 乾鮑魚(九孔除外)，但未燻製
0307873000 乾、鹹或浸鹹九孔，但未燻製
0307874000 燻製鮑魚，包括九孔
0307881000 乾、鹹或浸鹹鳳凰螺，但未燻製
0307882000 燻製鳳凰螺
0307911000 其他軟體類動物之種苗
0307913010 活鐘螺
0307913020 生鮮或冷藏鐘螺
0307917010 活南美貝
0307917020 生鮮或冷藏南美貝
0307919090 其他活、生鮮或冷藏軟體類動物
0307921000 冷凍蚶子(蚶蜊科、笠蚶科)，但未燻製
0307922000 冷凍蟶(刀蟶科)，但未燻製
0307923000 冷凍鐘螺，但未燻製
0307924000 冷凍南美貝，但未燻製
0307929000 其他冷凍軟體類動物，包括適於人類食用之軟體類動物粉、細粒及團粒，但未燻製
0307995110 乾鐘螺，但未燻製
0307995120 鹹或浸鹹鐘螺，但未燻製
0307995910 其他乾軟體類動物，包括適於人類食用之軟體類動物粉、細粒及團粒，但未燻製
0307995920 其他鹹或浸鹹軟體類動物，包括適於人類食用之軟體類動物粉、細粒及團粒，但未燻製
0307996100 燻製鐘螺
0307996200 燻製蚶子（蚶蜊科、笠蚶科）及蟶（刀蟶科）
0307996300 燻製南美貝
0307996900 其他燻製軟體類動物，包括適於人類食用之軟體類動物粉、細粒及團粒
0308111000 海參苗
0308119000 其他活、生鮮或冷藏海參
0308120000 冷凍海參，但未燻製
0308192100 乾刺參，但未燻製
0308192200 乾光參，但未燻製
0308193010 其他乾海參
0308193020 其他鹹或浸鹹海參
0308194000 燻製海參
0308211100 海膽苗
0308211900 其他活、生鮮或冷藏海膽
0308220000 冷凍海膽，但未燻製
0308290000 乾、鹹或浸鹹海膽，包括燻製
0308301100 海蜇苗
0308301900 其他活、生鮮或冷藏海蜇
0308302000 冷凍海蜇，但未燻製
0308303010 乾海蜇皮，但未燻製
0308303020 鹹或浸鹹海蜇，但未燻製
0308304000 燻製海蜇
0308901100 其他水產無脊椎動物之種苗
0308901910 活海蟲
0308901990 其他活、生鮮或冷藏水產無脊椎動物
0308902000 其他冷凍水產無脊椎動物，包括適於人類食用之水產無脊椎動物（甲殼類及軟體類動物除外）粉、細粒及團粒，但未燻製
0308903000 其他乾、鹹或浸鹹水產無脊椎動物，包括適於人類食用之水產無脊椎動物（甲殼類及軟體類動物除外）粉、細粒及團粒，但未燻製
0308904000 其他燻製水產無脊椎動物，包括適於人類食用之水產無脊椎動物（甲殼類及軟體類動物除外）粉、細粒及團粒
0401101000 未濃縮且未加糖及未含其他甜味料之鮮乳（生乳及羊乳除外），含脂重量不超過１％者
0401102000 未濃縮且未加糖及未含其他甜味料之保久乳（生乳及羊乳除外），含脂重量不超過１％者
0401109000 未濃縮且未加糖及未含其他甜味料之乳油及其他乳，含脂重量不超過１％者
0401201000 未濃縮且未加糖及未含其他甜味料之鮮乳（生乳及羊乳除外），含脂重量超過１％但不超過６％者
0401202000 未濃縮且未加糖及未含其他甜味料之保久乳（生乳及羊乳除外），含脂重量超過１％但不超過６％者
0401209000 未濃縮且未加糖及未含其他甜味料之乳油及其他乳，含脂重量超過１％但不超過６％者
0401401000 未濃縮且未加糖及未含其他甜味料之鮮乳（生乳及羊乳除外），含脂重量超過6%，但不超過10%者
0401402000 未濃縮且未加糖及未含其他甜味料之保久乳（生乳及羊乳除外），含脂重量超過6%，但不超過10%者
